Questions,Labels
이상황에서 의예과는 무슨 제가 생각해도 너무 가망없고 오르지도 못할 나무로 보여서 눈물도 안나오더라고요 이럴거면 다시 태어나야하나 왜 자꾸 이런 말도 안되는 꿈을 꾸지,5
수백번을 생각해봐도 저에게 있어서 가장 즐겁고 행복한 것은 음악인데 그걸 하기 위해서는 돈이 정말 많이 필요한데다가 지금 저와 함께하고 있는 악기는 입시를 하기에는 역부족이라서 더 비싼 악기가 올해나 내년 안으로 필요한 처지라 이제 정말 포기를 하고 그냥 다른 인문계 친구들처럼 평범하게 공부를 해야 부모님께 부담을 안 드릴 수 있는 방법이지 않을까 하는 생각이 더 많이 듭니다 제가 플룻을 전공하고 싶어하는 이유는 크게 세가지가 있는데요 첫번째로는 순수하게 제가 제일 좋아하는 것이 음악이어서 두번째로는 제가 지금 서울 청소년 오케스트라에서 수석 단원으로 활동중인데 이곳은 어린 애들이 많아서 좀 더 수준 있는 오케스트라에서 연주해보고 싶어서 마지막으로는 아마 이게 가장 큰 동기였던 것 같은데 커버곡을 할 때 제가 원하는 퀄리티를 올리고 싶어서였습니다,5
일단은 한국외대를 목표로 하고 있는데 내가 그쪽 계열로 가야되는게 맞나 싶기도 하고 진짜 좋아하는거에 대해 의문이 생기기도 하고 막막한 게 한두개가 아닌거 같아요,5
제가 한국무용학과로 대학 준비 중인데 아직 목표하는 대학이 없어서 어떻게 공부해여하는지 무슨 과목을 공부해야 할지 모르겠어요,5
학교공부는 그냥 중간쯤 하고 있는데 식품영양학 쪽으로 갈려면 어떤 공부를 해야하고 뭘 준비해야하는지도 알고싶어요,5
목표대학은 아주대 문화콘텐츠학과 높이 보면 건국대 문화콘텐츠학과까지 생각중이에요,5
이런 제가 비실기로 갈 수 있는 디자인학과 학교가 있을까요 참고로 디자인 학과는 시각광고 쪽입니다,5
간호학과가 있는 수능 최저가 없는 학교는 어디가있나요,5
경기도 쪽은 아직 찾아보지 않았고 전문대학 중 제과제빵과가 유명한 곳은 혜전대 한국관광대 우송정보대 등등이 있지만 일반대학을 갈 수 있음,5
적성 유형 검사에서는 기업형으로 변호사 스포츠해설가 국회의원 같은 것들이 나왔는데 저는 이과쪽 학교에 가고 싶습니다,5
진로가 이렇게 다방면으로 있을때 어떤 학과 및 계열로 가는것이 가장 효율적이며 만약 방향이 틀어지더라도 큰 영향이 없는 학과는 무엇일까요,5
저는 현재 전기공학과를 희망하고 있는 고등학생입니다,5
제 첫번째 고민은 대학입시에 관한 전형 입니다,5
외고 프랑스어과를 목표로 정하고 있는데 막상 프랑스어에 관련한 직업이 마땅치가 않은 것 같아요,5
제가 대학을 가기 전까지 많이 생기면 좋겠지만 지금으로서는 한서대 무인항공과를 생각하고 있습니다,5
의대를 가려면 어느 학교가 저에게 더 좋을까요,5
아니면 생명공학과에 가는 것이 좋을까요,5
그리고 신한대학교 치위생학과에 진학하고 싶은데 제 내신으로는 너무 무리일까요,5
중학교때까지 나름 상위권이였습니다 수능으로도 대학을 못갈거같아서 제가 알아본 방법은 일본 EJU 시험을 치루고 들어가는 일본 대학 진학이였습니다,5
공부도 중상위권이었지만 특성화고에 온 이유는 진로를 요리 쪽으로 잡았기 때문입니다,5
또 공대로 가자니 배우는 과목에 대한 제 스스로의 자신감이 없습니다,5
컴퓨터 프로그래밍은 중학교에서 배웠고 제가 계속 학과를 찾아봤는데 무슨 학과인지 모르겠는 학과가 나와서 상담을 신청해봅니다,5
그러나 학과 검색을 해보던 중 미디어학부와 멀티 미디어학부의 차이점을 잘 모르겠어서 목표학과 설정에 고민이 됩니다,5
그래서 고등학교가면 댄스학과있는지없는지몰라요 그래서 포기도못하고 댄스학과로갈게요,5
대학교 못갈거 같아서요 제가 가고 싶은 대학교는 승무원학과 에요,5
제가 가고 싶은 학과가 시각디자인학과인데요,5
일단 궁금한거는 식품공학과 가있는 대학교가 어디있는지 궁금해요,5
그리고 그 학과를 들어가면 어떤것을 배우나요,5
그나마 수학을 좋아하긴 하지만 수학 교육과 같은곳은 설명을 들어보니 저와 맞지 않고 그렇다고 수학과를 가자니 성적이 높아여 갈 수 있는거 아니야 그거 밥 못벌어먹는과 아니야,5
어디선가 디자인학과는 기하를 들으면 좋다는 이야기를 들었는데 제가 수학을 정말 못하거든요,5
또한 지금 성적으로는 거의 의대 진학 가능성이 아예 없는 것일까요,5
지금의 목표는 부산대입니다,5
하지만 막상 제가 인터넷으로 대학 모집 요강에 보면 수학교육과나 물리교육과 등은 학생부교과 특성화고 전형을 뽑지 않는것같아 고민입니다,5
이천다산고에 간호과가있다고 알고있습니다,5
간호학과를 가고싶다고 저번에 글을 남겼었는데 추석연휴동안 찾아보다가 국간사라는 곳을 알게되어 가고싶다는 생각이들었습니다,5
대구보건대 4년제인걸로 알고 있는데 아닌가요,5
게다가 수의학과가 있는 대학교가 많지 않아서 그만큼 경쟁률이 세다고 들었습니다,5
특성화고에 다니는 2학년 학생이고 제가 내신이 4등급이고 관심 있는 학과는 디자인과 색채디자인과 컬러리스트과 문예창작과인데 갈 수 있는 대학 알려주세요,5
미래에 대학에서 컴퓨터 공학과에 들어가고싶은 학생입니다,5
지금 제 성적은 관심 가는 학과 중에서 울산대 전기전자 공학부나 기계자동차학과나 경북대 일반 이과공과 제외쪽으로 갈 정도는 됩니다,5
그냥 새로운걸 배우면 신나고 좋습니다,6
제가 자신감이 너무 없거든요,6
제가 자신감이 없어여,6
근데 요즘 다시 좀 연기를 배우고 싶다는 생각이 문득 들었습니다,6
실험은 즐겁지만 이론은 잘 모르겠어요,6
근데 제가 친구들 따라 가는 편이 좀 있어요,6
결과는 이과였지요,6
잘해온 것은 영화보기 전 꾸준함이 정말 없어서 꾸준히 해 온 게 없는 것 같아요,6
그래서 저는 예전부터 관심이 있던 분야인 우주 쪽으로 진로를 결정해 볼 생각인데요,4
좋은 대학 진학 생각은 없고 글짓기나 예체능 메이크업 쪽으로 그나마 관심을 보이고 있는데 기초적인 것도 몰라서 고2 2 학기인 지금 예체능을 시작 해도 될 지 고민입니다,6
정말 저는 미술쪽으로 가고 싶은데 욕심이 큰걸까요,4
그런데 요즘에 드는 의문이 제가 조금 내성적인 성격인데 이러한 직업들을 가졌을 때 제대로 해낼 수 있을까입니다,6
동물원에서 사육사로 현장실습을 하고 있어요,4
또 제가 감수성이 많이 풍부해서 감정 몰입을 잘하기 떄문에 연기에 조금 소질이 있는것 같아요,6
평소에도 어르신들을 보면 돕고 싶다는 생각을 많이하고 실천했을 때 행복합니다 하지만 마찬가지로 여기서 무슨 도움이 크게 될지 잘 모르겠습니다,6
사회에 관심이 많고 계획짜는 것을 좋아하고 활동적이고 누군가를 서포트 해주는 것을 잘 하는데 먼저 사회학과를 고민해보았을 때 취업이 문제였습니다,5
이유는 단지 남을 가르치는 것을 좋아하고 꿈 없이 방황하는 아이들에게 진로를 더 일찍 찾아주고 싶기 때문입니다,6
그래서 이쪽으로 진로를 선택할까 고민도 했는데 제가 그림은 또 정말 못 그리고 예술은 저랑 거리가 먼것 같아 힘들거같더라고요 그래서 커리어넷에 있는 검사를 해봤는데 손재능과 공간 지능 능력이 높게 나왔어요,6
고1이고 학원은 꾸준히 다녀왔어요 하고싶은게 없고 진로검사나 여러가지 해봤는데 뭐해먹고살죠 최근 그나마 패션에 관심이 생겼는데 진로를 디자인쪽으로 할까요,4
제가 사실 중학교에 들어가기 전에 육상 달리기 100 m400 m800 m 등등 이렇게 했었는데 저는 이런 생활과 육상 달리기가 너무 좋았어요,6
저는 관광과인데 어떤 직업을 가져야 하는지 모르겠습니다,5
주위에서 그래도 수학을 잘 하니까 수학쪽으로 가라고 떠미는 건 아닌가,6
근데 고1때는 한국사역사 관련된 공동교육과정 수업을 듣고 모둠원과 협동해서 책을 제작하는 활동도 했지만 지금 생각하는 학과와 연관은 별로 없어서 약간 걱정 중이기도 해요전 제가 아는 지식 배웠던 지식으로 남들에게 알려주는 걸 좋아합니다,6
라는 생각을 하게 되었고 제가 가진 능력을 통해서 힘든 사람들 특히 아이들을 돕고 싶다는 생각을 했어요,6
일단 제가 관심가지고 있는 분야는 토론이예요 ,6
미술방송전시 같은 예술쪽에 관심이 많습니다,4
저는IT나 자동차 쪽으로 관심이있습니다,4
제 관심분야가 경제쪽이긴 한데,4
평소에도 이 분야에 관심이 있고 심리 천문에 특히 관심이 많습니다,4
요즘 심리쪽에 관심이 많은 여중생이에요,4
요즘 과학쪽에 관심이 크게 생겼습니다,4
제가 당한 것도 있고 컴퓨터 쪽으로 관심이 많았거든요,4
최근 환경에 관심이 생겼습니다,4
제과제빵에 관심이 생겼거든요,4
과학쪽에 관심이 정말 많고 생명쪽에 관심이 많아요,4
저는 평소 동물에 관심이 많습니다,4
저는 요즘엔 음악 피아노 쪽에 관심이 있어요,4
저는 스포츠와 과학에 관심이 많아요,4
저는 동물에게 관심이 많습니다,4
운동쪽에 관심이 많은데,4
우선 저는 제빵에 관심이 많습니다,4
환경 프로그래밍에 관심이 많아요,4
제가 환경 특히 대기쪽에 관심이 많았졌습니다,4
공업디자인쪽에 관심이 있습니다,4
수의학생명공학에 관심이 많습니다,4
다른꿈을 찾는게 좋다면 저는 어떤직업과 어울릴까요 저는 예술쪽으로 가고 싶긴 합니다 조금만 도와주세요,4
적성검사를 할 때마다 예술쪽과 자연쪽이 초등학생때부터 나왔는데 저는 제가 보여지고 싶고 마냥 되고 싶어하는게 검사 결과에 반영된게 아닌가 의심이 들고 더 혼란스러워집니다,4
심리는 좋아하는 분야이기 때문에 공부하는 것에 대해서는 거부감이 없지만 그로 인한 비용 취업이 늦어지는 문제가 걱정입니다,4
중국유학을 간지는 3년정도 됬습니다,6
제과제빵 쪽으로 가고 싶은 학생입니다,4
제가 춤에대해 많은 관심을 가지고있고 예전에 남들앞에서 춤을 췄을때 잘춘다,6
답변에 도움이 될지는 모르겠지만 음악 외에는 패션이나 문학 순수예술 등의 여타 예술 관련 직종에도 관심이 많습니다,4
저는 예체능 쪽으로 진로를 정한 학생입니다,4
저는 원래 굉장히 활발한 학생이었습니다,6
중3 2학기 학교에 처음 입학하자마자부터 고2 2학기까지 3D프린터 동아리에서 활동했습니다,4
중2때부터 화학을 잘해왔고 중3때는 KMChC화학올림피아드 은상 수상을 하며 현재 영재학교에 합격하여 전공도 화학으로 갈 예정인 한 학생입니다,5
초 2학년에는 바이올로이드 프리미엄 즉 중 3학년에서 대학생 과정을 신당동 학원 선생님 인례로 다니면서 로봇 언어 등 습득하며 코엑스에서 실시하는 세계 로봇 대회에 참석하여 장려상 등 수상 이력이 있습니다,6
영화에 관심이 많은 고2 공고 학생입니다,4
안녕하세요 전자기기에 관심이 많은 문과 남학생입니다,4
평소에 미술에 관심이 많은 학생입니다,4
물리학에 관심이 많은 중1입니다,4
인지심리학에 관심가지고 있는 고3 학생입니다,4
외국어와 글짓기에 관심이 많은 16살 중학생입니다,4
미술에 관심이 많은 초6입니다,4
상담 쪽에 관심이 있는 고1입니다,4
또한 정치에도 관심이 많은 학생입니다,4
