글쓰기,읽고이해하기,듣고이해하기,말하기,수리력,논리적분석,창의력,범주화,기억력,공간지각력,추리력,학습전략,선택적집중력,모니터링,사람파악,행동조정,설득,협상,가르치기,서비스지향,문제해결,판단과의사결정,시간관리,재정관리,물적자원관리,인적자원관리,기술분석,기술설계,장비선정,설치,전산,품질관리분석,조작및통제,장비의유지,고장의발견.수리,작동점검,조직체계의분석및평가,정교한동작,움직임통제,반응시간과속도,신체적강인성,유연성및균형,시력,청력,knowcode
6.0,6.0,7.0,4.0,4.0,9.0,9.0,9.0,9.0,11.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,9.0,,9.0,7.0,9.0,11.0,10.0,10.0,10.0,10.0,10.0,9.0,12.0,11.0,11.0,11.0,10.0,11.0,10.0,10.0,10.0,7.0,151105
4.0,9.0,8.0,5.0,8.0,5.0,5.0,4.0,7.0,6.0,,8.0,8.0,5.0,7.0,7.0,5.0,8.0,8.0,9.0,8.0,7.0,7.0,9.0,7.0,9.0,8.0,9.0,9.0,7.0,4.0,6.0,8.0,8.0,8.0,7.0,5.0,7.0,8.0,5.0,10.0,8.0,6.0,7.0,701602
7.0,7.0,8.0,10.0,5.0,5.0,5.0,5.0,9.0,,,10.0,8.0,5.0,9.0,5.0,5.0,5.0,11.0,5.0,5.0,7.0,,,,,,,,,5.0,,5.0,,,,7.0,,,5.0,,,5.0,5.0,214101
10.0,12.0,10.0,10.0,10.0,8.0,8.0,5.0,5.0,,5.0,7.0,8.0,10.0,9.0,5.0,7.0,7.0,10.0,7.0,9.0,9.0,9.0,7.0,7.0,7.0,10.0,7.0,7.0,,8.0,7.0,5.0,5.0,,4.0,,4.0,4.0,6.0,6.0,4.0,6.0,6.0,154105
9.0,8.0,10.0,8.0,9.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,7.0,8.0,9.0,7.0,8.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,6.0,9.0,7.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,140206
4.0,7.0,6.0,4.0,,,,7.0,5.0,,,9.0,7.0,4.0,5.0,4.0,5.0,,,6.0,4.0,4.0,7.0,,6.0,,4.0,,6.0,8.0,6.0,,6.0,8.0,9.0,7.0,7.0,12.0,6.0,6.0,5.0,,9.0,6.0,301102
9.0,8.0,7.0,7.0,9.0,8.0,7.0,8.0,7.0,7.0,8.0,7.0,8.0,9.0,9.0,8.0,9.0,7.0,9.0,7.0,8.0,7.0,9.0,7.0,9.0,7.0,9.0,7.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,7.0,9.0,7.0,9.0,8.0,8.0,8.0,8.0,7.0,140306
,7.0,4.0,9.0,,7.0,,7.0,5.0,,7.0,,9.0,,4.0,9.0,7.0,4.0,4.0,9.0,7.0,5.0,7.0,4.0,,,4.0,4.0,7.0,,,4.0,,,,4.0,,7.0,4.0,4.0,,4.0,9.0,7.0,307301
7.0,7.0,7.0,7.0,5.0,7.0,7.0,5.0,6.0,9.0,7.0,5.0,7.0,7.0,7.0,10.0,9.0,9.0,9.0,12.0,9.0,9.0,7.0,5.0,7.0,7.0,7.0,6.0,9.0,5.0,5.0,5.0,9.0,9.0,9.0,9.0,6.0,6.0,6.0,9.0,11.0,7.0,7.0,6.0,240201
6.0,7.0,8.0,7.0,9.0,7.0,6.0,8.0,8.0,7.0,9.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,9.0,6.0,9.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,512102
,,,,,5.0,,7.0,7.0,,,,9.0,,,,,,,,5.0,,,,,,,5.0,5.0,,,5.0,9.0,9.0,,7.0,,5.0,7.0,,9.0,5.0,5.0,5.0,158501
7.0,7.0,9.0,8.0,5.0,9.0,,10.0,8.0,10.0,8.0,7.0,9.0,7.0,9.0,9.0,9.0,7.0,7.0,5.0,8.0,9.0,10.0,,6.0,7.0,6.0,,5.0,,8.0,6.0,6.0,5.0,4.0,,5.0,,,,,5.0,7.0,6.0,240301
,,9.0,,,4.0,3.0,3.0,3.0,6.0,4.0,,3.0,,3.0,5.0,,,,4.0,6.0,6.0,8.0,,6.0,6.0,4.0,,4.0,3.0,,,,7.0,5.0,8.0,9.0,8.0,6.0,9.0,11.0,9.0,9.0,8.0,702101
3.0,4.0,7.0,4.0,4.0,4.0,4.0,3.0,6.0,3.0,3.0,6.0,6.0,4.0,7.0,6.0,4.0,3.0,9.0,9.0,9.0,7.0,6.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,6.0,3.0,5.0,7.0,5.0,7.0,7.0,7.0,4.0,5.0,7.0,5.0,4.0,531101
11.0,10.0,,11.0,,11.0,10.0,,6.0,4.0,11.0,,,4.0,,9.0,7.0,7.0,,7.0,,,,,9.0,11.0,8.0,5.0,,5.0,10.0,9.0,9.0,5.0,,5.0,10.0,,,,,5.0,9.0,,416104
4.0,11.0,7.0,6.0,11.0,9.0,9.0,7.0,9.0,7.0,7.0,8.0,8.0,4.0,6.0,6.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,9.0,7.0,7.0,11.0,9.0,8.0,7.0,7.0,8.0,9.0,6.0,5.0,6.0,5.0,5.0,4.0,4.0,134301
4.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,542001
7.0,8.0,8.0,6.0,10.0,6.0,8.0,8.0,8.0,5.0,9.0,7.0,7.0,10.0,6.0,7.0,7.0,9.0,8.0,9.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,7.0,9.0,9.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,5.0,8.0,8.0,7.0,8.0,885902
,9.0,4.0,6.0,6.0,5.0,4.0,4.0,5.0,,4.0,6.0,6.0,,,,5.0,,4.0,6.0,6.0,3.0,4.0,,8.0,,9.0,5.0,9.0,9.0,3.0,4.0,6.0,8.0,9.0,12.0,3.0,11.0,10.0,7.0,9.0,10.0,10.0,10.0,812101
4.0,,5.0,4.0,3.0,,,5.0,7.0,6.0,,,,,4.0,6.0,4.0,3.0,,7.0,5.0,3.0,6.0,,,,,,,,,,,,,,,3.0,4.0,8.0,8.0,9.0,8.0,8.0,532201
8.0,9.0,12.0,10.0,8.0,6.0,,5.0,9.0,,9.0,6.0,11.0,6.0,,9.0,9.0,6.0,9.0,11.0,6.0,6.0,8.0,,,,,,,,12.0,,,,,,,5.0,6.0,7.0,6.0,6.0,8.0,8.0,28203
3.0,6.0,6.0,7.0,,,,7.0,5.0,8.0,3.0,,3.0,,4.0,6.0,,,,8.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,4.0,6.0,6.0,4.0,6.0,6.0,523001
,5.0,4.0,3.0,3.0,,,3.0,3.0,4.0,,,4.0,,,6.0,4.0,,5.0,,,4.0,,,3.0,,6.0,7.0,9.0,6.0,,5.0,6.0,6.0,6.0,5.0,6.0,4.0,6.0,7.0,9.0,6.0,8.0,5.0,823101
,,5.0,4.0,6.0,,,5.0,5.0,,,,7.0,,6.0,7.0,,,,4.0,,4.0,6.0,,,,,,7.0,,,,6.0,6.0,,4.0,,5.0,6.0,5.0,5.0,4.0,5.0,5.0,532401
,3.0,4.0,4.0,5.0,,,7.0,4.0,4.0,,,4.0,,5.0,4.0,5.0,9.0,,7.0,4.0,6.0,4.0,7.0,7.0,4.0,7.0,4.0,4.0,4.0,4.0,8.0,4.0,8.0,,4.0,,6.0,7.0,8.0,7.0,6.0,4.0,,901101
8.0,9.0,7.0,,,5.0,,8.0,5.0,,,,,8.0,5.0,,,,,,,7.0,5.0,,,7.0,,,,,7.0,,,,,,,,,,,,,,26401
4.0,4.0,6.0,,,6.0,,,4.0,6.0,8.0,6.0,4.0,4.0,6.0,,,,11.0,,,,,6.0,,6.0,3.0,6.0,6.0,,4.0,,6.0,4.0,,,6.0,6.0,6.0,,,4.0,7.0,4.0,415502
8.0,9.0,8.0,10.0,6.0,11.0,9.0,9.0,7.0,8.0,6.0,9.0,6.0,9.0,8.0,8.0,11.0,8.0,6.0,10.0,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,,,5.0,,,,,,9.0,,4.0,6.0,6.0,4.0,4.0,5.0,231501
5.0,5.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,701501
,4.0,5.0,,,,,6.0,5.0,4.0,,4.0,8.0,,,4.0,,,5.0,,,,,,,,3.0,3.0,8.0,7.0,4.0,3.0,7.0,8.0,9.0,10.0,,6.0,8.0,8.0,10.0,8.0,6.0,4.0,853201
,,5.0,5.0,,,7.0,,5.0,,,,5.0,,5.0,,,,,,5.0,,7.0,,,,,,,,,,,,,,,9.0,7.0,,5.0,5.0,7.0,5.0,511302
5.0,5.0,8.0,5.0,7.0,8.0,5.0,5.0,7.0,5.0,7.0,5.0,5.0,5.0,8.0,5.0,5.0,7.0,7.0,5.0,5.0,5.0,5.0,7.0,8.0,7.0,5.0,5.0,5.0,8.0,5.0,7.0,5.0,5.0,7.0,8.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,7.0,813101
10.0,12.0,12.0,10.0,10.0,10.0,8.0,9.0,9.0,6.0,9.0,10.0,6.0,6.0,9.0,8.0,7.0,7.0,10.0,10.0,10.0,7.0,4.0,4.0,,7.0,,,,,6.0,4.0,4.0,,,,5.0,,,,,,,,110104
,,,,,,,,,,,5.0,,,,,,,5.0,5.0,5.0,,5.0,,,,,,5.0,5.0,,,7.0,7.0,9.0,7.0,,5.0,6.0,5.0,7.0,,5.0,,834001
4.0,5.0,8.0,5.0,,8.0,6.0,,5.0,4.0,,,,7.0,8.0,10.0,8.0,4.0,,8.0,3.0,9.0,3.0,3.0,3.0,4.0,,,3.0,,,3.0,4.0,3.0,,,,,3.0,,4.0,,5.0,5.0,15101
,4.0,6.0,9.0,,,9.0,,9.0,5.0,,,7.0,,8.0,9.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,7.0,5.0,4.0,4.0,416204
9.0,9.0,7.0,9.0,5.0,9.0,7.0,7.0,4.0,7.0,9.0,7.0,7.0,7.0,7.0,9.0,9.0,7.0,9.0,7.0,7.0,9.0,7.0,9.0,4.0,7.0,,,4.0,,7.0,7.0,4.0,7.0,7.0,,7.0,,,7.0,,,7.0,7.0,11201
7.0,11.0,10.0,8.0,4.0,5.0,5.0,4.0,9.0,,4.0,10.0,7.0,8.0,9.0,9.0,10.0,8.0,4.0,6.0,6.0,11.0,9.0,7.0,10.0,9.0,10.0,9.0,9.0,9.0,9.0,10.0,6.0,9.0,,4.0,,4.0,,,7.0,6.0,9.0,5.0,28301
5.0,6.0,6.0,6.0,,5.0,9.0,,10.0,5.0,,6.0,,8.0,7.0,6.0,7.0,6.0,6.0,5.0,,5.0,7.0,5.0,,,,,,,,,,,,,5.0,,,6.0,,4.0,6.0,7.0,414602
3.0,4.0,4.0,4.0,5.0,6.0,,8.0,6.0,5.0,,,7.0,5.0,,6.0,,,4.0,,4.0,5.0,7.0,,,,5.0,6.0,4.0,,4.0,,7.0,5.0,6.0,7.0,5.0,7.0,5.0,6.0,7.0,5.0,6.0,5.0,624401
9.0,12.0,12.0,12.0,5.0,7.0,9.0,5.0,9.0,7.0,7.0,10.0,12.0,10.0,5.0,7.0,4.0,,7.0,,,,12.0,,,5.0,,,,,5.0,,,,,,,,,7.0,,,12.0,12.0,416205
5.0,7.0,8.0,8.0,5.0,7.0,10.0,7.0,5.0,8.0,5.0,7.0,10.0,7.0,5.0,7.0,5.0,5.0,7.0,5.0,5.0,9.0,9.0,5.0,,5.0,,,,,6.0,,,,,,5.0,5.0,,8.0,8.0,8.0,7.0,8.0,414501
5.0,6.0,6.0,4.0,6.0,8.0,,8.0,6.0,,4.0,5.0,7.0,5.0,6.0,4.0,,,4.0,4.0,4.0,,4.0,,,,,,,,5.0,,,,,5.0,,8.0,7.0,6.0,6.0,5.0,7.0,6.0,511502
7.0,9.0,10.0,8.0,10.0,9.0,9.0,11.0,9.0,11.0,9.0,7.0,9.0,9.0,6.0,7.0,,,,4.0,8.0,5.0,7.0,5.0,5.0,,8.0,8.0,10.0,7.0,10.0,7.0,6.0,5.0,,5.0,7.0,,5.0,5.0,5.0,6.0,8.0,6.0,140305
6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,23301
9.0,9.0,8.0,11.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,10.0,8.0,10.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,9.0,6.0,8.0,10.0,8.0,8.0,8.0,8.0,4.0,8.0,4.0,4.0,4.0,4.0,8.0,6.0,6.0,6.0,8.0,6.0,10.0,9.0,240301
8.0,8.0,8.0,7.0,5.0,8.0,,8.0,8.0,8.0,8.0,8.0,6.0,10.0,7.0,7.0,8.0,8.0,7.0,10.0,7.0,7.0,8.0,7.0,,7.0,7.0,,8.0,,8.0,5.0,6.0,8.0,,,10.0,,,,8.0,6.0,8.0,6.0,13305
,7.0,7.0,4.0,7.0,,,6.0,6.0,,,,6.0,,4.0,8.0,,,7.0,6.0,,5.0,6.0,,,,,,7.0,7.0,,,6.0,9.0,8.0,8.0,,8.0,7.0,10.0,9.0,10.0,9.0,5.0,861201
8.0,9.0,9.0,9.0,,7.0,4.0,8.0,8.0,7.0,8.0,11.0,7.0,9.0,8.0,7.0,8.0,5.0,11.0,9.0,9.0,6.0,11.0,6.0,5.0,,7.0,,6.0,,9.0,,5.0,,,,5.0,,,,,6.0,7.0,7.0,211201
8.0,12.0,12.0,9.0,9.0,10.0,8.0,8.0,10.0,9.0,9.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,10.0,8.0,8.0,8.0,7.0,9.0,8.0,9.0,8.0,8.0,9.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,7.0,6.0,6.0,9.0,6.0,301112
,,,9.0,7.0,,,,,,,,8.0,,8.0,,,,,8.0,,4.0,5.0,7.0,8.0,,,,,,,7.0,,,,,,,,,7.0,,,,615101
6.0,9.0,7.0,8.0,7.0,9.0,6.0,8.0,7.0,8.0,8.0,6.0,8.0,7.0,6.0,6.0,8.0,6.0,7.0,9.0,6.0,9.0,10.0,6.0,8.0,9.0,8.0,9.0,10.0,8.0,6.0,8.0,10.0,6.0,8.0,9.0,8.0,6.0,10.0,9.0,8.0,10.0,6.0,8.0,873101
,7.0,,7.0,,6.0,,,6.0,7.0,6.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,5.0,6.0,4.0,4.0,,,6.0,7.0,5.0,,4.0,,,,,,,,,,131202
6.0,8.0,8.0,6.0,10.0,10.0,8.0,6.0,10.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,8.0,8.0,8.0,7.0,9.0,10.0,8.0,8.0,8.0,11.0,9.0,140602
,4.0,4.0,4.0,,,,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,7.0,7.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,6.0,5.0,811601
8.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,10.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,154101
,5.0,5.0,5.0,5.0,5.0,5.0,8.0,5.0,5.0,,,8.0,5.0,5.0,5.0,5.0,,,,,,,,,,5.0,,,,,,,,,,,5.0,5.0,8.0,8.0,8.0,8.0,5.0,420301
12.0,11.0,11.0,11.0,8.0,11.0,9.0,9.0,9.0,9.0,9.0,11.0,11.0,9.0,11.0,10.0,11.0,9.0,11.0,9.0,9.0,9.0,9.0,8.0,7.0,6.0,7.0,5.0,4.0,7.0,7.0,7.0,6.0,,,,8.0,6.0,6.0,6.0,6.0,5.0,9.0,9.0,110105
,4.0,7.0,6.0,,,3.0,4.0,4.0,3.0,3.0,4.0,7.0,4.0,6.0,6.0,4.0,,4.0,7.0,6.0,6.0,7.0,,4.0,,5.0,7.0,6.0,7.0,,4.0,6.0,7.0,7.0,7.0,4.0,,4.0,4.0,5.0,4.0,5.0,4.0,811501
7.0,7.0,7.0,5.0,11.0,10.0,,9.0,5.0,5.0,6.0,6.0,5.0,9.0,7.0,6.0,4.0,5.0,7.0,5.0,5.0,8.0,8.0,7.0,8.0,9.0,6.0,4.0,3.0,,4.0,8.0,4.0,6.0,3.0,4.0,9.0,,,3.0,,,6.0,,13101
6.0,6.0,4.0,9.0,4.0,6.0,6.0,4.0,5.0,4.0,4.0,,6.0,,6.0,8.0,9.0,6.0,4.0,8.0,7.0,6.0,7.0,,4.0,,,,3.0,,8.0,4.0,,,,,,6.0,5.0,6.0,6.0,4.0,4.0,6.0,615301
6.0,6.0,5.0,3.0,4.0,4.0,5.0,4.0,9.0,6.0,4.0,7.0,7.0,9.0,,7.0,4.0,4.0,6.0,5.0,5.0,7.0,5.0,4.0,3.0,6.0,8.0,7.0,8.0,6.0,3.0,7.0,9.0,7.0,7.0,5.0,7.0,7.0,4.0,5.0,6.0,7.0,4.0,4.0,873501
6.0,6.0,8.0,6.0,5.0,5.0,4.0,6.0,5.0,6.0,8.0,6.0,6.0,4.0,5.0,,,,7.0,4.0,8.0,6.0,8.0,6.0,5.0,4.0,6.0,6.0,3.0,,5.0,,6.0,4.0,9.0,,4.0,6.0,6.0,,,,6.0,4.0,134303
,4.0,6.0,6.0,,4.0,,5.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,7.0,,,8.0,7.0,5.0,6.0,7.0,4.0,5.0,,,,7.0,,,,6.0,6.0,6.0,,4.0,,4.0,8.0,6.0,7.0,9.0,7.0,420201
7.0,7.0,6.0,5.0,5.0,7.0,,7.0,6.0,5.0,7.0,7.0,4.0,7.0,,,,,4.0,5.0,7.0,7.0,7.0,7.0,,4.0,,,,,6.0,5.0,7.0,,,,5.0,,,,,,5.0,4.0,28101
5.0,,6.0,8.0,9.0,10.0,11.0,,6.0,5.0,9.0,8.0,8.0,6.0,5.0,5.0,,,5.0,,11.0,6.0,7.0,,8.0,8.0,9.0,10.0,7.0,9.0,12.0,,6.0,9.0,8.0,6.0,10.0,,,,,,,,133204
5.0,10.0,10.0,5.0,5.0,5.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,9.0,7.0,7.0,5.0,5.0,9.0,9.0,7.0,7.0,7.0,5.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,7.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,7.0,9.0,9.0,7.0,7.0,416601
4.0,6.0,6.0,7.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,,6.0,4.0,4.0,7.0,4.0,7.0,,5.0,7.0,7.0,7.0,,4.0,4.0,7.0,4.0,4.0,5.0,4.0,6.0,4.0,5.0,4.0,5.0,4.0,5.0,7.0,7.0,7.0,,7.0,4.0,562301
,6.0,7.0,7.0,9.0,7.0,5.0,9.0,9.0,8.0,9.0,7.0,9.0,8.0,7.0,8.0,7.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,8.0,7.0,9.0,9.0,9.0,9.0,7.0,8.0,8.0,7.0,8.0,10.0,7.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,831201
,,8.0,9.0,7.0,9.0,10.0,10.0,7.0,9.0,10.0,8.0,7.0,11.0,8.0,9.0,9.0,6.0,10.0,8.0,10.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,9.0,9.0,10.0,8.0,8.0,8.0,8.0,9.0,11.0,7.0,7.0,8.0,140207
8.0,8.0,7.0,6.0,9.0,9.0,6.0,6.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,,,6.0,6.0,,6.0,8.0,10.0,,6.0,,9.0,8.0,8.0,10.0,10.0,7.0,6.0,6.0,10.0,7.0,8.0,,,,,,7.0,7.0,13701
7.0,9.0,6.0,6.0,7.0,9.0,7.0,8.0,7.0,8.0,6.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,7.0,8.0,8.0,8.0,7.0,7.0,,7.0,8.0,8.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,7.0,5.0,4.0,,,,8.0,6.0,154102
4.0,4.0,6.0,3.0,4.0,4.0,6.0,8.0,7.0,5.0,4.0,5.0,4.0,7.0,3.0,4.0,4.0,5.0,8.0,4.0,8.0,8.0,6.0,4.0,5.0,4.0,9.0,9.0,8.0,8.0,4.0,8.0,10.0,9.0,10.0,10.0,8.0,9.0,8.0,6.0,10.0,4.0,9.0,6.0,823101
10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,11.0,10.0,9.0,11.0,10.0,11.0,11.0,9.0,9.0,10.0,10.0,10.0,9.0,8.0,9.0,10.0,9.0,9.0,11.0,10.0,10.0,9.0,7.0,6.0,9.0,9.0,9.0,8.0,7.0,7.0,9.0,8.0,7.0,8.0,8.0,301112
8.0,7.0,7.0,8.0,8.0,9.0,8.0,7.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,9.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,28401
7.0,7.0,9.0,9.0,7.0,10.0,4.0,9.0,9.0,11.0,4.0,9.0,11.0,10.0,9.0,7.0,10.0,11.0,7.0,11.0,9.0,10.0,4.0,4.0,10.0,7.0,11.0,11.0,7.0,5.0,8.0,9.0,10.0,10.0,7.0,4.0,7.0,7.0,4.0,9.0,7.0,5.0,5.0,5.0,140205
9.0,11.0,10.0,10.0,8.0,10.0,9.0,9.0,9.0,9.0,8.0,10.0,8.0,7.0,9.0,9.0,9.0,8.0,10.0,8.0,8.0,9.0,9.0,8.0,8.0,7.0,8.0,,,,7.0,,,,,,8.0,6.0,6.0,7.0,6.0,5.0,10.0,9.0,110105
10.0,10.0,11.0,10.0,7.0,7.0,10.0,11.0,6.0,7.0,9.0,10.0,6.0,9.0,11.0,9.0,11.0,10.0,10.0,5.0,9.0,10.0,9.0,6.0,5.0,12.0,6.0,4.0,5.0,4.0,11.0,4.0,5.0,5.0,4.0,4.0,11.0,4.0,4.0,8.0,,,8.0,7.0,26201
8.0,7.0,10.0,11.0,,8.0,,9.0,9.0,8.0,9.0,6.0,8.0,10.0,,,7.0,6.0,6.0,8.0,10.0,10.0,,,,7.0,,,6.0,,,,10.0,5.0,6.0,5.0,,,,9.0,,,8.0,9.0,621402
8.0,8.0,10.0,9.0,4.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,9.0,11.0,10.0,7.0,10.0,7.0,10.0,9.0,9.0,8.0,10.0,7.0,,5.0,5.0,7.0,10.0,,5.0,5.0,7.0,10.0,6.0,4.0,,8.0,8.0,7.0,8.0,14201
,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,9.0,,,9.0,9.0,6.0,7.0,5.0,9.0,10.0,9.0,7.0,7.0,5.0,,4.0,852401
7.0,8.0,7.0,6.0,11.0,11.0,6.0,9.0,8.0,9.0,7.0,9.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,,9.0,7.0,7.0,5.0,7.0,6.0,10.0,11.0,12.0,11.0,9.0,11.0,11.0,11.0,11.0,12.0,12.0,9.0,8.0,9.0,9.0,5.0,7.0,7.0,151102
,8.0,8.0,9.0,5.0,9.0,8.0,7.0,9.0,,7.0,7.0,10.0,6.0,8.0,8.0,,,8.0,5.0,7.0,7.0,8.0,,,7.0,,,,,5.0,,,,,,,10.0,9.0,9.0,7.0,5.0,8.0,8.0,420202
7.0,8.0,8.0,8.0,7.0,8.0,6.0,6.0,6.0,6.0,7.0,6.0,8.0,6.0,6.0,8.0,8.0,6.0,7.0,6.0,6.0,9.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,5.0,7.0,6.0,8.0,8.0,7.0,6.0,7.0,6.0,306301
6.0,11.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,823301
,3.0,5.0,,3.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,5.0,,3.0,5.0,3.0,5.0,5.0,5.0,,3.0,5.0,3.0,3.0,4.0,,,5.0,3.0,4.0,3.0,,,5.0,5.0,5.0,3.0,5.0,5.0,,862301
11.0,11.0,8.0,8.0,,6.0,7.0,6.0,11.0,6.0,10.0,9.0,12.0,,6.0,,,,,,10.0,4.0,,3.0,,,,,,,,,,,,,,,,,,,9.0,4.0,411201
10.0,6.0,7.0,6.0,,5.0,10.0,,5.0,,,,7.0,7.0,4.0,8.0,7.0,5.0,,7.0,4.0,6.0,5.0,4.0,,,,,,,,,,,,,,,,,,,5.0,5.0,29901
9.0,10.0,9.0,9.0,8.0,9.0,9.0,7.0,9.0,8.0,9.0,10.0,8.0,9.0,9.0,8.0,8.0,8.0,10.0,8.0,7.0,8.0,8.0,7.0,7.0,6.0,7.0,7.0,4.0,6.0,6.0,7.0,7.0,6.0,5.0,4.0,8.0,7.0,5.0,4.0,5.0,6.0,6.0,8.0,155106
12.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,10.0,11.0,11.0,11.0,12.0,11.0,10.0,12.0,10.0,12.0,10.0,10.0,11.0,11.0,12.0,10.0,10.0,12.0,10.0,12.0,11.0,11.0,10.0,11.0,12.0,8.0,9.0,8.0,8.0,7.0,121105
8.0,8.0,9.0,8.0,10.0,11.0,10.0,9.0,10.0,9.0,11.0,8.0,8.0,8.0,8.0,10.0,11.0,10.0,8.0,10.0,11.0,10.0,10.0,8.0,8.0,8.0,10.0,8.0,10.0,8.0,8.0,9.0,10.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,10.0,8.0,8.0,8.0,841201
