,0,result
22810,가족 중에 공무원 직업 가지고 계신 분이 공무원 하라고 시험 봐서 지역 공공기관에서 일을 하라고 그게 편할 거라고 조언도 해주셨는데 공무원이 말처럼 쉬운 게 아닌 걸 너무나 잘 알고 내신도 아직 많이 부족해서 큰 부담감 때문에 생각만 했어요,2
22811,정말 전 무얼 해야 할지 모르겠어요,5
22812,사무직에서 일하고 싶어도 무슨 학과를 가야 취업을 할 수 있고 어떤 계열의 회사를 들어가야 할지 너무 막막해서 머리가 터질 것 같아요,11
22813,3학년이 됐는데도 진로가 없는 건 문제인가요,2
22814,하루하루가 무의미하고 우울해요,16
22815,꼭 3월 전에 진로를 정하고 싶은데 무엇부터 시작해야 할까요,7
22816,안녕하십니까,16
22817,저는 울산에 거주하며 이제 고등학교를 올라가는 학생입니다,19
22818,우선 제 중학교 성적은 전교1등을 할 만큼 매우 좋았습니다,8
22819,그러나 저의 노력으로 이루어진 것이라기보단 부모님과 학원 선생님의 덕이 굉장히 컸고 학교 학생들의 공부 수준이 서울권 학생들에 비해 양적인 면에서 떨어지는 부분도 있었습니다,9
22820,특목고 지원에 관해서도 많은 생각을 했었지만 일반고를 가는 게 제 진학에 더 도움이 될 것이라고 판단해 일반고로 오게 되었습니다,11
22821,이번에 다른 학교 전교권 아이들이 제가 지원한 일반고에 상당히 많이 지원했다는 것을 듣고 전 불안해지기 시작했습니다,11
22822,제가 나온 학교는 울산지역에서도 그렇게 공부를 잘하던 중학교는 아니었고 저는 다른 학교 전교권보다 공부를 덜 하고 전교 1등을 했다고 느꼈기 때문입니다,10
22823,겨우 일개 지방 중학교에서 전교1등을 했다고 공부를 잘한다고 자만할 처지는 아니라고 느꼈습니다,0
22824,제 높던 자존감도 어느 날부턴지 점점 낮아지고 제가 할 줄 아는 게 없다고 느끼기 시작했습니다,8
22825,제가 스스로 하지 않는다는 문제가 있는 걸 알면서도 그걸 고치려 하지 않고 약간은 엇나가고 싶고 반항하고 싶은 그런 마음이 들기 시작했습니다,11
22826,사춘기구나 생각하며 스스로를 바로잡으려고 현재 노력하고 있습니다,0
22827,각설하고 제가 이 글을 쓰게 된 이유는 제 진로에 대한 것 때문입니다,17
22828,커리어넷 검사 mbti성격검사 애니어그램 검사 등을 통해 저에 대한 이해도를 높여 가면서 제가 좋아하는 것에 대한 생각을 많이 하게 되었습니다,14
22829,난 뭘 좋아하고 뭘 잘하고 뭐가 되어야 내 인생에 나중에 후회스럽지 않을까,8
22830,이런 생각들을 하면 결론이 나야 할 것 같은데 하면 할수록 혼란스럽기만 합니다,5
22831,제가 초등학교 시절 6년 동안 꿨던 꿈은 판사 겸 작가였습니다,6
22832,전 초등학교 2학년 때부터 글을 자주 썼고 작가가 되고 싶었습니다,2
22833,그러나 작가는 다른 직업을 하면서도 충분히 할 수 있다는 부모님의 말씀에 따라 다른 직업을 꿈으로 가지고 작가는 부차적으로 생각하게 되었는데 판사가 되고 싶었던 건 왜였는지 기억이 잘 나진 않습니다,18
22834,그냥 단순히 멋져서였던 것 같습니다,9
22835,나중에야 그럴싸한 이유를 생각해냈지만 뭐 그냥 멋져서였다고 말하는 게 좋을 것 같습니다,8
22836,아무튼 판사가 되고 싶었던 제가 판사의 꿈을 접게 된 계기는 사법고시가 폐지되면서 변호사를 하다가 판사를 해야한다는 말에서 였습니다,8
22837,그런데 제가 그 소식을 접하고 바로 접은 걸 보면 그만큼 판사에 대해 간절하지 않았을지도 모르겠습니다,14
22838,그리고 중학교 2학년 때까지 꿈이 없는 채로 살았습니다,19
22839,그러다가 정신과 의사의 꿈을 꾸게 되었습니다,9
22840,그리고 얼마 지나지 않아 의대가서 시체를 해부한다는 말에 바로 꿈을 접었습니다,14
22841,저는 정신과에 관련된 것만 하고 싶었는데 그런 잔인한 장면을 보고 대학 6년동안 밤을 새긴 싫었습니다,8
22842,그리고 중학교 3학년 때 무척 많은 일이 일어났습니다,19
22843,전교회장 선거에 낙선하면서 대통령이 되고 싶어졌습니다,0
22844,정치를 하고 싶었습니다,5
22845,우리나라의 이 썩은 정치를 제가 바꾸고 싶었습니다,6
22846,근데 이 꿈에는 왠지 모르게 확신이 없습니다,13
22847,저도 잘 모르겠습니다,1
22848,여전히 작가는 되고 싶었습니다,17
22849,제가 쓴 시가 셀 수 없을 만큼 많고 쓴 단편소설도 있고 책쓰기 동아리에서 제 시도 충품했습니다,6
22850,뮤지컬 동아리에서 뮤지컬 공연도 했고 유튜브 크리에이터가 되어 보기도 했습니다,11
22851,환경 보호를 한답시고 환경 네트워크 공식 멤버가 될까도 잠시 고민했었습니다,0
22852,점점 두서가 없어지는 것 같습니다,16
22853,죄송합니다,16
22854,제가 관심이 있는 분야는 심리학 철학 언론 정치 독서 글쓰기 환경 편집 프로그램 제작 사주나 타로 같은 분야 연극 작곡 광고같은 분야입니다,6
22855,정확한 꿈에 대한 확신이 없어서 무슨 과를 목표를 잡고 공부를 해야할지 잘 모르겠습니다,7
22856,점점 공부에 흥미가 사라지고 슬럼프가 찾아오고 있는데 이걸 극복하려면 목표가 명확하고 제가 그것에 대해 열정을 가져야 할 것 같습니다,0
22857,예를 들어 심리학과를 졸업해서 전공을 살려 심리상담사 쪽으로 가려면 대학 4년 대학원 2년 교육 수료 3년  월 200 이건 좀 심하지 않나 싶습니다,14
22858,무슨 10년 공부해서 월 200이면 너무 노력대비 보수가 적은 것 같아 이 쪽으로는 꿈도 못 꾸겠습니다,8
22859,또 철학과를 졸업하면 취업이 안됩니다,11
22860,전공 절대 못 살립니다,6
22861,다른 것들도 다 같습니다,1
22862,글 쓰는 것도 베스트셀러가 되지 않는 이상 돈 못 벌고 기자도 마찬가지일 것이고 환경 운동을 한다 해서 돈이 벌리지는 않습니다,8
22863,물론 보수가 직업의 전부는 아니지만 그래도 어느 정도의 마지노선이라는 게 있지 않습니까,13
22864,제가 좋아하는 일을 하며 사는 게 최선이라지만 그래도 여유롭게 먹고는 살아야 할 것 아닙니까,11
22865,커리어넷 검사결과 종합적으로 저에게 추천하는 직업은 기자 소설가 쇼핑호스트 시인 통역가 펀드매니저 노무사 이렇게 나왔습니다,6
22866,제 인생관은 죽을 때 후회하지 말자 입니다,11
22867,그리고 제가 되고 싶은 사람은 세상을 바꾸는 사람입니다,17
22868,이 부조리한 세상을 돈이 제일 중요한 세상을 사람이 중요한 세상으로 바꾸고 싶습니다,6
22869,무슨 학과를 선택해서 무슨 진로로 뻗어나가야 할지 저에게 조언 해주시면 정말 감사하겠습니다,11
22870,저에게 확신을 주세요 ,16
22871,여기까지 읽어만 주신 것도 정말 감사합니다,14
22872,쓰면서 또 생각을 약간은 정리해나간 것 같습니다,14
22873,오늘도 좋은 하루 되세요,13
22874,지금 현재 스포츠재활학과를 희망하는 중인데 간호조무사 자격증을 취득하였을 경우 추후에 대학을 갔을 때나 스포츠트레이너가 되었을 때 도움이 될까요,8
22875,국내에 스포츠재활학과가 있는 대학이 어느정도 있나요,9
22876,학과의 미래 전망성은 어떠한가요,6
22877,스포츠재활학과를 졸업 하였을 경우 어떤 직업을 할 수 있나요,7
22878,스포츠트레이너 직업의 미래 전망성은 어떠한가요,6
22879,스포츠트레이너 직업의 취업률과 연봉은 어떻게 되나요,13
22880,스포츠재활학과에 진학하려면 어떤 자격증이 도움이 되고 어떤 준비를 해야할까요,5
22881,스포츠재활학과는 실기를 볼 때 주로 어떤 것을 하나요,9
22882,상담하고자 하는 내용을 쓰고 지우기를 수 십번 수백 번 번복하고서야 이 글을 쓰기때문에 너무 중구난방하거나 혹은 너무 간략할수도 있는점에 대하여 양해부탁드립니다,0
22883,중학교를 졸업하면서 꿈도 없고 하고싶은 일도 번듯이 없었던 저는 집안 형편을 생각해서 특성화고에 진학을 하게 되었습니다,5
22884,고등학교 2학년 2학기가 되면서 정보보안전문가라는 꿈이 생겼습니다,19
22885,1학년때는 일이나 하면서 살면 그만이라는 생각에 도제반 홍보문구에 홀려서 도제반에 들어가게 되었습니다,2
22886,물론 기계과가 아주 나쁘다는 것은 아닙니다만 허나 만약 진학을 하게 되어서 정보보호나 그것과 관련된 학과에 대학을 갈수있는지 혹은 그것과 관련된 조언을 부탁하고자 용기내서 상담신청을 하게되었습니다,8
22887,남들은 그냥 재직자 전형이나 가라 아니면 특성화고 전형기계과으로 가면 되지않느냐는 말을 합니다만 허나 어머니는 하고싶은 일을 하라고 말합니다,8
22888,저는 어떻게 하는게 좋을까요,15
22889,사람들 말마따나 기계과에 간다면 어느정도 노력하고 성과를 보이면 대기업을 갈수도 있고 혹은 그냥저냥 고민없이 살수도 있을겁니다 하지만 처음이자 마지막인 제 꿈을 잊고 살아간다는 것은 저로서는 너무 힘겨운 일입니다,9
22890,고등학교 3학년이 되면서 전공투성이에 수업표를 바라보며 꿈에 대한 회의감에 사무쳐서 이런 상담을 하고자 마음먹었습니다,9
22891,정보보안이라는 직종에대한 동경과 앞으로의 자신이 할수있는 최대한은 무엇인지 알고싶습니다,0
22892,사설이 많은 점 정말 죄송하게 생각하고 있습니다,13
22893,저로서는 이 글이 묻히거나 너무 빠른 응답에 필요한 조언을 받지는 못할까봐 고충을 더할뿐입니다,0
22894,지금 제 상담을 보고있을 선생님 늦어도 좋으니 충분히 제 상황을 이해하고 제게 맞는 조언을 부탁드립니다,13
22895,안녕하세요,4
22896,저는 이제 중3이 되는데요,3
22897,고등학교가면 희망진로를 써야하기도 하고 지금도 써야해서 고민하게 되었습니다,7
22898,저는 공무원인 아버지를 따라서 행정 공무원의 꿈을 가지고 있었습니다,2
22899,저는 이른바 관습형이라고 불리는 이 능력이 저랑 적합합니다,6
22900,그래서 공무원도 저랑 적합하다고 나왔습니다 하지만 생각해보니 공무원이란 꿈을 가지고 있지만 심리상담가쪽에 관심이 있었습니다,13
22901,그래서 원래 공무원에 대해서는 잘 찾아보지도 않고 언니들도 그 쪽으로 진로를 정하여 저도 별로 잘 찾아보지는 않았습니다,18
22902,그런데 심리쪽에 관심이 생겨서 이번에 커리어넷으로 찾아보기도 했는데요,18
22903,저는 검사할때 언어능력은 높고 대인관계능력은 보통 좀 아래였습니다,8
22904,그래서 포기할까,12
22905,도 생각해보았지만 포기하지 않았습니다,7
22906,왜냐하면 제가 12학년때는 친구와 싸워서 대인관계능력이 좋지 않지만 제가 만약 이 꿈을 가지고 심리상담가가 된다면 오히려 이 경험들이 다른사람들을 상담해주는데 도움이 될 것 같다고 생각했기 때문입니다,2
22907,그런데 심리상담가를 보니 얼마나 고용되는지를 봤는데 썩 좋지 않았던것 같습니다,13
22908,또한 불규칙하고 길게 근무를 하고 심리적 스트레스가 높다고 봤습니다,0
22909,그래서 이 글을 작성하게 되었습니다,5
22910,저는 행정공무원이 맞을까요,2
22911,아니면 심리상담가가 맞을까요,13
22912,제가 좀 소름돋았던게 1학년때 무용쌤이 재미로 사주 봐주었는데 엄마와 아빠의 성격이 사주내용과 거의 비슷했습니다,4
22913,그리고 사주에서 제가 심리쪽으로 직업을 가지게 될 것이라고 하더군요,18
22914,어쩌면 그래서 더욱더 관심이 생겼을지도 모릅니다,13
22915,저는 저만 가지고 있고 잘하는점을 알듯하다가도 모르겠습니다,7
22916,저는 관심있는 분야는 엄청 집중하고 기억에 오래 남습니다,2
22917,그리고 사물들을 정리하는데에 흥미와 즐거움뿌듯함을 느낍니다,0
22918,그리고 방금 검사하고 왔는데 제가 언어능력이 1순위였는데 검사하고나서 1순위가 공간지각능력 이고 2순위가 수리논술능력 3순위가 언어능력이였습니다,9
