,0,1,index,result,dbs1,result2,dbs2,result3,dbs3,result4,dbs4,result5,dbs5,result6,dbs6,result7,dbs7,result8,dbs8,result9,dbs9,result10,dbs10
17401,꿈을 실현시키기 위해 공부할 수 있는 학교와 어떤 자격증이 필요한지 궁금합니다,"['꿈', '실현', '위해', '공부', '하다', '수', '학교', '어떻다', '자격증', '필요하다', '궁금하다']",17424,0,0,-1,0,45,45,,,,,,,,,,,,,,
17406,안녕하세요,['안녕하다'],17429,1,1,,,,,,,,,,,,,,,,,,
17407,고등학생 1학년 여학생입니다,"['고등학생', '학년', '여학생', '이다']",17430,0,0,-1,0,1,1,,,,,,,,,,,,,,
17410,근데 저는 고등학생 인데도 진로를 아직 못 정했다는게 너무 속상합니다,"['고등학생', '이다', '진로', '못', '정', '하다', '속상하다']",17433,0,0,-1,0,-1,0,0,0,4,4,,,,,,,,,,
17411,다른 친구들은 꿈이 다들 정해져 있어서 진로와 관련된 동아리도 잘 신청하는데 저는 아직 진로가 없으니깐 진짜 동아리도 어디로 신청해야 할지 앞길이 막막합니다,"['친구', '꿈', '들다', '정해지다', '진로', '관련', '되다', '동아리', '자다', '신청', '하다', '진로', '없다', '진짜', '동아리', '신청', '하다', '하다', '앞길', '막막하다']",17434,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
17429,안녕하세요,['안녕하다'],17452,1,1,,,,,,,,,,,,,,,,,,
17433,그런데 제가 사서의 직업활동에는 적성에 맞는 것 같지만 문헌정보학과활동는 적성에 맞지 않는 것 같아 고민 중입니다,"['사서', '직업', '활동', '적성', '맞다', '문헌정보학', '활동', '늘다', '적성', '맞다', '않다', '고민', '중', '이다']",17456,0,0,-1,0,-1,0,0,0,-1,0,4,4,,,,,,,,
17437,안녕하세요,['안녕하다'],17460,1,1,,,,,,,,,,,,,,,,,,
17438,파티시엘이 꿈인 15살 여학생 입니다,"['파티', '시엘', '꿈', '살', '여학생', '이다']",17461,0,0,-1,0,-1,0,14,14,,,,,,,,,,,,
17439,얼마전 제가 아직 경험하진 못했지만 파티시엘에 흥미가 생겨 진로를 파티시엘로 정하게됬는데요 제가 아직 제과나 제빵을 해보지도 못하고 정한거라 내가 이게 맞는건가 싶기도 하고 이 꿈을 쭉 가지고 갈 수 있을까도 고민이 되고 또 만약 제가 이 꿈을 계속 밀고 간다고 해도 제가 목표를 향해 꾸준이 노력해나갈 용기가 없습니다,"['전', '경험', '하다', '하다', '파티', '시엘', '흥미', '생기다', '진로', '파티', '시엘', '정', '하다', '되다', '제과', '제빵', '해보다', '못', '정', '거', '내', '맞다', '건가', '싶다', '하다', '꿈', '쭉', '가지', '갈다', '수', '도', '고민', '되다', '꿈', '계속', '밀고', '간다', '해도', '목표', '향', '하다', '꾸다', '준', '노력', '하다', '나가다', '용기', '없다']",17462,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
17441,어떻게 하죠,"['어떻다', '하다']",17464,0,0,36,4,,,,,,,,,,,,,,,,
17446,안녕하세요,['안녕하다'],17469,1,1,,,,,,,,,,,,,,,,,,
17449,네 과학은 좀 나오는데 수학이 좀 안나와서요 옛날에 선생님이 과학은 과학 수학의 줄임말이라고 하셨던게 기억이 나서 좀 걱정되는건 사실입니다,"['과학', '나오다', '수학', '나오다', '옛날', '선생님', '과학', '과학', '수학', '줄이다', '하다', '기억', '나서다', '걱정', '되다', '사실', '이다']",17472,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,21,21
17453,뻔하디뻔한 고민이죠,"['뻔하다', '뻔하다', '고민']",17476,0,0,-1,0,-1,0,6,6,,,,,,,,,,,,
17457,저는 아직 꿈나무입니다,"['꿈', '나무', '이다']",17480,0,0,-1,0,20,20,,,,,,,,,,,,,,
17458,꿈이야,['꿈'],17481,0,0,-1,0,26,26,,,,,,,,,,,,,,
17462,감사합니다,['감사하다'],17485,7,2,,,,,,,,,,,,,,,,,,
17463,저는 평소에 선생님이라는 직업을 하고 싶었습니다 하지만 요즘따라 경영학과나 공학과에 조금 더 관심이 가기 시작했습니다,"['평소', '선생님', '직업', '하다', '싶다', '요즘', '따르다', '학과', '학과', '더', '관심', '가기', '시작', '하다']",17486,0,0,-1,0,0,0,0,0,16,16,,,,,,,,,,
17467,고3입니다,"['고', '이다']",17490,0,0,27,5,,,,,,,,,,,,,,,,
17469,지금 제 성적은 관심 가는 학과 중에서 울산대 전기전자 공학부나 기계자동차학과나 경북대 일반 이과공과 제외쪽으로 갈 정도는 됩니다,"['지금', '성적', '관심', '가다', '학과', '중', '울산', '전기', '학부', '기계', '자동차', '학과', '경북', '일반', '이과', '공과', '제외', '쪽', '갈다', '정도', '되다']",17492,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,16,16
17471,이렇게 되면 어떻게 대학을 가는게 좋을까요,"['되다', '어떻다', '대학', '가다', '좋다']",17494,0,0,-1,0,-1,0,0,0,-1,0,40,40,,,,,,,,
17479,안녕하세요,['안녕하다'],17502,1,1,,,,,,,,,,,,,,,,,,
17480,아직 고등학교 문턱에만 가본 고 1입니다,"['고등학교', '문턱', '가보다', '고', '이다']",17503,0,0,-1,0,1,1,,,,,,,,,,,,,,
17489,조금 배신당한 기분이었습니다,"['배신', '기분', '이다']",17512,0,0,-1,0,1,1,,,,,,,,,,,,,,
17493,힘든 일이라는 걸 알고 있지만 저는 그 일에 굉장히 흥미를 가지고 있어요,"['힘드다', '일이', '걸', '알', '굉장하다', '흥미', '가지']",17516,0,0,-1,0,19,19,,,,,,,,,,,,,,
17511,저좀 도와주세요,['도와주다'],17534,12,4,,,,,,,,,,,,,,,,,,
17513,운동쪽에 관심이 많은데,"['운동', '쪽', '관심', '많다']",17536,0,0,-1,0,-1,0,3,3,,,,,,,,,,,,
17517,저좀 도와주세요,['도와주다'],17540,12,4,,,,,,,,,,,,,,,,,,
17518,안녕하세요,['안녕하다'],17541,1,1,,,,,,,,,,,,,,,,,,
17521,또 제가 감수성이 많이 풍부해서 감정 몰입을 잘하기 떄문에 연기에 조금 소질이 있는것 같아요,"['감수성', '풍부하다', '감정', '몰입', '하다', '떄문', '연기', '소질']",17544,0,0,-1,0,0,0,0,0,0,0,0,0,5,5,,,,,,
17525,저는 그 쪽으론 관심도 없고 하고 싶지않아요,"['쪽', '관심', '없다', '하다', '싶다', '않다']",17548,0,0,-1,0,0,0,0,0,3,3,,,,,,,,,,
17539,저는 아직 3학년 교실도 못가본 3학년 중학생 입니다,"['학년', '교실', '가보다', '학년', '중학생', '이다']",17562,0,0,-1,0,1,1,,,,,,,,,,,,,,
17547,과학고를 꿈꾸고 있는데 이게 과연 올바른 선택일까 싶어요,"['과학고', '꿈꾸다', '올바르다', '선택', '이다', '싶다']",17570,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,32,32,,
17557,과학자가 되고 싶지만 정확히 어떤 분야에 내가 더 흥미가 있는지도 모르겠어요,"['과학자', '되다', '싶다', '정확하다', '어떻다', '분야', '내', '더', '흥미', '모르다']",17580,0,0,-1,0,-1,0,0,0,-1,0,15,15,,,,,,,,
17559,안녕하세요,['안녕하다'],17582,1,1,,,,,,,,,,,,,,,,,,
17561,혹시 그럼 고등학교는 어디를 가면 좋을까요,"['그렇다', '고등학교', '가면', '좋다']",17584,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,3,3
17566,요약 1 가정의학과와 소아청소년과중 어디가 더 좋을까요좀더 쉬운 쪽은 어디인가여 2 고등학교와는 별개로 제가 따로 알고 있으면 좋은 상식들이 있을까요요즘 의학용어에 관심이 많기는 해요 3 어떤 고등학교를 가면 의사가 되는데 도움이 될까요벌써 다들 원서접수하더라구요대학까지도 좀 알려주세요 4 중학교 3학년 학생이 할만한 의학동아리는 뭐가 있을까요나중 있을 면접에서 잘 활용하고 싶어요,"['요약', '가정', '의학과', '소아', '청소년', '과중', '어디가', '더', '좋다', '좀더', '쉽다', '쪽', '고등학교', '별개', '알', '좋다', '상식', '요즘', '의학용어', '관심', '많다', '해', '어떻다', '고등학교', '가면', '의사', '되다', '도움', '되다', '요', '벌써', '들다', '접수', '하다', '대학', '알다', '중학교', '학년', '학생', '하다', '의학', '동아리', '뭐', '나중', '면접', '자다', '활용', '싶다']",17589,0,0,-1,0,31,31,,,,,,,,,,,,,,
17567,안녕하세요,['안녕하다'],17590,1,1,,,,,,,,,,,,,,,,,,
17568,코로나로 학교에 들어가보지도 못하고 있는 고1 남학생입니다,"['코로나', '학교', '들어가다', '보지', '못', '고', '남학생', '이다']",17591,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,2,2
17570,저와 적성에 맞고 저도 잘 할 수 있을 것 같은 일반공무원에 관심을 갖게 되었습니다,"['적성', '맞다', '자다', '하다', '수', '공무원', '관심', '갖다', '되어다']",17593,0,0,-1,0,46,46,,,,,,,,,,,,,,
17573,조언 부탁드립니다,"['조언', '부탁드리다']",17596,4,3,,,,,,,,,,,,,,,,,,
17579,어떻게 하면 좋을까요,"['어떻다', '하다', '좋다']",17602,0,0,5,4,,,,,,,,,,,,,,,,
17583,어떡하면 좋을까요,"['어떡하다', '좋다']",17606,0,0,16,4,,,,,,,,,,,,,,,,
17586,교육과 관심이 있기도 하고 행정이나 경영쪽에도 관심이 많아서 교육행정이나 교육 경영 관련 직업을 선택하고 싶은데 답변해주실 수 있으신 만큼 많이 답변해주시면 좋을거 같습니다,"['교육', '관심', '하다', '행정', '쪽', '관심', '많다', '교육행정', '교육', '경영', '관련', '직업', '선택', '싶다', '답변', '해주다', '수', '만큼', '답변', '해주다', '좋다']",17609,0,0,-1,0,-1,0,0,0,-1,0,14,14,,,,,,,,
17590,그러나 앞으로 어떻게 해야할지 고민이됩니다,"['앞', '어떻다', '하다', '하다', '고민', '되다']",17613,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,27,27,,,,
17592,안녕하세요,['안녕하다'],17615,1,1,,,,,,,,,,,,,,,,,,
17593,14살 학생입니다,"['살', '학생', '이다']",17616,0,0,32,5,,,,,,,,,,,,,,,,
17599,안녕하세요,['안녕하다'],17622,1,1,,,,,,,,,,,,,,,,,,
17607,현재 해외에서 유학을 하고있는 중학교 3학년 학생입니다,"['현재', '해외', '유학', '하다', '중학교', '학년', '학생', '이다']",17630,0,0,-1,0,3,3,,,,,,,,,,,,,,
17613,제가 원하는 직업은 연봉도 많이 벌면서 4500이상 하지만 대기업 회사원 같은 지루하고 야근많고 스트레스 많을 거 같은 업무는 정말 싫어하는데 제 성격에 딱 맞는 일은 없겠죠,"['원하다', '직업', '연봉', '벌다', '대기업', '회사원', '지루하다', '야근', '많다', '스트레스', '많다', '거', '업무', '정말', '싫어하다', '성격', '맞다', '없다']",17636,0,0,-1,0,19,19,,,,,,,,,,,,,,
17614,안녕하세요,['안녕하다'],17637,1,1,,,,,,,,,,,,,,,,,,
17618,안녕하세요,['안녕하다'],17641,1,1,,,,,,,,,,,,,,,,,,
17619,저는 14살 이동헌 입니다,"['살', '이동헌', '이다']",17642,0,0,-1,0,1,1,,,,,,,,,,,,,,
17622,저의 꿈은 승무원입니다,"['꿈', '승무원', '이다']",17645,0,0,-1,0,20,20,,,,,,,,,,,,,,
17624,안녕하세요,['안녕하다'],17647,1,1,,,,,,,,,,,,,,,,,,
17625,저는 중학생 1학년 학생입니다,"['중학생', '학년', '학생', '이다']",17648,0,0,-1,0,1,1,,,,,,,,,,,,,,
17630,그리고 제가 이렇게 계속 되면 고등학교 진학 문제도 고민이고 저는 아직 장래희망도 결정하지 못해서 고민입니다,"['계속', '되다', '고등학교', '진학', '문제', '고민', '장래희망', '결정', '하다', '하다', '고민', '이다']",17653,0,0,-1,0,30,30,,,,,,,,,,,,,,
17633,안녕하세요,['안녕하다'],17656,1,1,,,,,,,,,,,,,,,,,,
17639,안녕하세요,['안녕하다'],17662,1,1,,,,,,,,,,,,,,,,,,
17642,그래서 제가 다문화 학생이라고 하기에 에매한 상황 입니다,"['다문화', '학생', '하다', '상황', '이다']",17665,0,0,-1,0,-1,0,0,0,15,15,,,,,,,,,,
17655,안녕하세요,['안녕하다'],17678,1,1,,,,,,,,,,,,,,,,,,
17656,저는 서울에 살고 있는 평범한 중학교 1학년 학생입니다,"['서울', '살', '평범하다', '중학교', '학년', '학생', '이다']",17679,0,0,-1,0,1,1,,,,,,,,,,,,,,
17661,저는 미술이나 음악작곡 쪽에도 관심은 많은데 만약 진짜 그런 쪽으로 가려면 학원 같은 곳 열심히 다니면서 배워야 할 것 같은데 그러기엔 또 애매하고 또 예체능은 특히 어릴 때부터 해야 할텐데 이제 그 쪽으로 계획 하기에는 늦었고 현실성도 없는 것 같고 그냥 공부만 하기에는 다른 것에도 관심도 많고 또 미술 쪽으로는 잘한다는 소리도 꽤 들었는데 재능을 그렇게 놔두려니 좀 아까워요 둘 다 병행하기에는 현실성 없고 너무 어렵고 그냥 이러면 공부해서 대학 가고 취업하는 것 밖에 없겠지 싶어요 ,"['미술', '음악', '작곡', '쪽', '관심', '많다', '진짜', '그렇다', '쪽', '가다', '학원', '곳', '다니다', '배우다', '하다', '그렇다', '기', '애매하다', '예체능', '어리다', '하다', '하다', '이제', '쪽', '계획', '하다', '늦다', '현실', '성도', '없다', '그냥', '공부', '하다', '관심', '많다', '미술', '쪽', '하다', '소리', '꽤', '들다', '재능', '놔두다', '아깝다', '병행', '하다', '현실', '없다', '어렵다', '그냥', '이르다', '공부', '하다', '대학', '가다', '취업', '하다', '없다', '싶다']",17684,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,5,5,,,,
17662,어떻게 하면 좋을까요,"['어떻다', '하다', '좋다']",17685,0,0,5,4,,,,,,,,,,,,,,,,
17663,안녕하세요,['안녕하다'],17686,1,1,,,,,,,,,,,,,,,,,,
17665,안녕하세요,['안녕하다'],17688,1,1,,,,,,,,,,,,,,,,,,
17666,이제 중1 되는 학생입니다,"['이제', '중', '되다', '학생', '이다']",17689,0,0,-1,0,2,2,,,,,,,,,,,,,,
17669,안녕하세요,['안녕하다'],17692,1,1,,,,,,,,,,,,,,,,,,
17670,저는 원도 시 중학교에 다니고 있는 김태영입니다,"['원도', '시', '중학교', '다니다', '김태영', '이다']",17693,0,0,-1,0,1,1,,,,,,,,,,,,,,
17677,코로나대문에 멀리못가고 가가운곳만 걸어요,"['코로나', '대문', '멀리', '못', '가다', '가다', '곳', '걸다']",17700,0,0,-1,0,-1,0,0,0,-1,0,3,3,,,,,,,,
17680,그래서 절대쾌감을 찻으라 하는데 그것 또한 없다,"['절대', '쾌감', '찻으', '하다', '그것', '없다']",17703,0,0,10,6,,,,,,,,,,,,,,,,
17686,제가 교육대학교를 갈 수 있을까요,"['교육', '대학교', '갈다', '수']",17709,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,3,3,,
17702,그리고 점점 학년이 올라 갈수록 부모님께서는 공부에 더 주의를 주십니다,"['점점', '학년', '갈수록', '부모님', '공부', '더', '주의', '줄다']",17725,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,29,29
17708,감사합니다,['감사하다'],17731,7,2,,,,,,,,,,,,,,,,,,
17710,안녕하세요,['안녕하다'],17733,1,1,,,,,,,,,,,,,,,,,,
17711,저는 올해 14살이 되는 여학생입니다,"['올해', '살이', '되다', '여학생', '이다']",17734,0,0,-1,0,2,2,,,,,,,,,,,,,,
17712,저의 꿈은 약사 인데요,"['꿈', '약사', '이다']",17735,0,0,-1,0,20,20,,,,,,,,,,,,,,
17716,저는 이런 제가 마음에 들지 않아요,"['이렇다', '마음', '들다', '않다']",17739,0,0,-1,0,-1,0,0,0,-1,0,42,42,,,,,,,,
17721,다들 제가 잘하고 있다고 생각하고 많은 기대를 하고 있는데 실망시키고 싶지는 않아요,"['들다', '하다', '생각', '많다', '기대', '하다', '실망', '싶다', '않다']",17744,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,22,22,,,,
17722,그냥 아무것도 모르겠어요,"['그냥', '모르다']",17745,0,0,-1,0,-1,0,5,5,,,,,,,,,,,,
17731,안녕하세요,['안녕하다'],17754,1,1,,,,,,,,,,,,,,,,,,
17732,저는 이제 중1이 된 학생인데요,"['이제', '중', '되다', '학생', '요']",17755,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,19,19,,
17743,저는 한때 선생님이 되고 싶었는데 또 생각해보니 너무 어려운 직업인것 같아 포기했고 그냥 또 생각하면 나는 아이들을 보고 가르치는걸 좋아하니까 괜찮을 수도 있겠다고 생각하다,"['선생님', '되다', '싶다', '생각', '해보다', '어렵다', '직업', '포기', '하다', '그냥', '생각', '하다', '보고', '가르치다', '좋아하다', '괜찮다', '수도', '생각', '하다']",17766,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,
17745,제가 좋아하는 것들은 아이들가르치기동물들말하기공감하기를 잘하고 좋아합니다,"['좋아하다', '가르치다', '기동', '물들다', '공감', '하다', '하다', '좋아하다']",17768,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,26,26,,,,
17747,안녕하세요,['안녕하다'],17770,1,1,,,,,,,,,,,,,,,,,,
17748,올해 일반고1학년에 입학하는 학생입니다,"['올해', '일반', '학년', '입학', '하다', '학생', '이다']",17771,0,0,-1,0,3,3,,,,,,,,,,,,,,
17749,아직까지 꿈이 없어서 좋아하는 운동쪽 관련 학과를 찾아보니 인천대학교 운동건강학부를 보게되었습니다,"['꿈', '없다', '좋아하다', '운동', '쪽', '관련', '학과', '찾아보다', '인천대학교', '운동', '건강', '학부', '보다', '되어다']",17772,0,0,-1,0,-1,0,0,0,-1,0,7,7,,,,,,,,
17754,좋은 직업들이 뭐가 있는지 궁금합니다,"['좋다', '직업', '뭐', '궁금하다']",17777,0,0,-1,0,15,15,,,,,,,,,,,,,,
17761,안녕하세요,['안녕하다'],17784,1,1,,,,,,,,,,,,,,,,,,
17762,이번에 중학교를 들어온 1학년입니다,"['중학교', '들어오다', '학년', '이다']",17785,0,0,-1,0,1,1,,,,,,,,,,,,,,
17766,또한 대학에 가서 어떤 학과를 골라야하는지도 모르겠습니다,"['대학', '가다', '어떻다', '학과', '고르다', '모르다']",17789,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,33,33
17768,안녕하세요,['안녕하다'],17791,1,1,,,,,,,,,,,,,,,,,,
17770,그앳서 학교로 가면 친구에게 왕따를 당할지 고민이네요,"['그앳', '학교', '가면', '친구', '왕따', '당하다', '고민', '요']",17793,0,0,-1,0,-1,0,2,2,,,,,,,,,,,,
17772,제가 꿈이 있는데 그것을 이루려면 공부가 되야하는데 공부가 너무 어려워서 힘들어요,"['꿈', '그것', '이루다', '공부', '되다', '공부', '어렵다', '힘들다']",17795,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,33,33,,
17778,아직 진로에 대해서 못정하고있습니다,"['진로', '대해', '못정']",17801,0,0,-1,0,-1,0,4,4,,,,,,,,,,,,
17779,안녕하세요,['안녕하다'],17802,1,1,,,,,,,,,,,,,,,,,,
17780,올해 고1이 되는 여학생입니다,"['올해', '고', '되다', '여학생', '이다']",17803,0,0,-1,0,2,2,,,,,,,,,,,,,,
17781,제 꿈은 청소년심리상담가입니다,"['꿈', '청소년', '심리상담가', '이다']",17804,0,0,-1,0,20,20,,,,,,,,,,,,,,
17791,공부에 자신있는 것은 아니지만 그래도 궁금합니다,"['공부', '자시다', '아니다', '궁금하다']",17814,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,5,5,,
